Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
HEES,"H&E Equipment Services, Inc.",19.9,$707.94M,2006,n/a,n/a,NASDAQ
HLG,Hailiang Education Group Inc.,8,$205.6M,2015,Consumer Services,Other Consumer Services,NASDAQ
HNRG,Hallador Energy Company,7.9,$233.04M,n/a,Energy,Coal Mining,NASDAQ
HALL,"Hallmark Financial Services, Inc.",10.45,$192.81M,n/a,Finance,Property-Casualty Insurers,NASDAQ
HALO,"Halozyme Therapeutics, Inc.",12.68,$1.79B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HBK,"Hamilton Bancorp, Inc.",14.6,$49.77M,2012,Finance,Savings Institutions,NASDAQ
HLNE,Hamilton Lane Incorporated,20.96,$943.32M,2017,Finance,Investment Managers,NASDAQ
HBHC,Hancock Holding Company,47.05,$3.98B,n/a,Finance,Major Banks,NASDAQ
HBHCL,Hancock Holding Company,25.88,n/a,n/a,Finance,Major Banks,NASDAQ
HNH,Handy & Harman Ltd.,28.4,$347.09M,n/a,Capital Goods,Industrial Specialties,NASDAQ
HAFC,Hanmi Financial Corporation,26.9,$871.55M,n/a,Finance,Major Banks,NASDAQ
HQCL,"Hanwha Q CELLS Co., Ltd. ",6.7,$560.27M,n/a,Technology,Semiconductors,NASDAQ
HONE,"HarborOne Bancorp, Inc.",19.98,$641.78M,2016,Finance,Major Banks,NASDAQ
HDNG,Hardinge Inc.,12.01,$155.35M,1995,Capital Goods,Industrial Machinery/Components,NASDAQ
HLIT,Harmonic Inc.,5.55,$446.95M,1995,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
HRMN,Harmony Merger Corp.,10.25,$149.54M,2015,Public Utilities,Oil & Gas Production,NASDAQ
HRMNU,Harmony Merger Corp.,10.01,n/a,2015,Public Utilities,Oil & Gas Production,NASDAQ
HRMNW,Harmony Merger Corp.,0.35,n/a,2015,Public Utilities,Oil & Gas Production,NASDAQ
HBIO,"Harvard Bioscience, Inc.",2.55,$88.28M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
HCAP,Harvest Capital Credit Corporation,13.07,$83.74M,n/a,n/a,n/a,NASDAQ
HCAPL,Harvest Capital Credit Corporation,25.68,n/a,n/a,n/a,n/a,NASDAQ
HAS,"Hasbro, Inc.",107.8,$13.48B,n/a,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
HA,"Hawaiian Holdings, Inc.",52.6,$2.82B,n/a,Transportation,Air Freight/Delivery Services,NASDAQ
HCOM,"Hawaiian Telcom Holdco, Inc.",25.02,$289.93M,n/a,Consumer Services,Telecommunications Equipment,NASDAQ
HWKN,"Hawkins, Inc.",47.65,$506.02M,n/a,Consumer Durables,Specialty Chemicals,NASDAQ
HWBK,"Hawthorn Bancshares, Inc.",20.72,$116.32M,n/a,Finance,Major Banks,NASDAQ
HAYN,"Haynes International, Inc.",37.07,$463.66M,2007,Capital Goods,Steel/Iron Ore,NASDAQ
HDS,"HD Supply Holdings, Inc.",41.25,$8.32B,2013,Consumer Services,Office Equipment/Supplies/Services,NASDAQ
HIIQ,"Health Insurance Innovations, Inc.",21.775,$343.83M,2013,Finance,Specialty Insurers,NASDAQ
HCSG,"Healthcare Services Group, Inc.",49.05,$3.58B,1983,Health Care,Hospital/Nursing Management,NASDAQ
HQY,"HealthEquity, Inc.",48.44,$2.9B,2014,Miscellaneous,Business Services,NASDAQ
HSTM,"HealthStream, Inc.",29.19,$930.64M,2000,Technology,"Computer Software: Programming, Data Processing",NASDAQ
HTLD,"Heartland Express, Inc.",20.01,$1.67B,1986,Transportation,Trucking Freight/Courier Services,NASDAQ
HTLF,"Heartland Financial USA, Inc.",45.375,$1.21B,n/a,Finance,Major Banks,NASDAQ
HTBX,"Heat Biologics, Inc.",0.6999,$24.93M,2013,Health Care,Major Pharmaceuticals,NASDAQ
HEBT,"Hebron Technology Co., Ltd.",3.69,$54.23M,2016,Capital Goods,Metal Fabrications,NASDAQ
HSII,"Heidrick & Struggles International, Inc.",21.75,$407.51M,1999,Technology,Diversified Commercial Services,NASDAQ
HELE,Helen of Troy Limited,94.2,$2.55B,n/a,Consumer Durables,Home Furnishings,NASDAQ
HMNY,Helios and Matheson Analytics Inc,2.72,$15.94M,n/a,Consumer Services,Other Consumer Services,NASDAQ
HMTV,"Hemisphere Media Group, Inc.",11.15,$475.84M,n/a,Consumer Services,Television Services,NASDAQ
HNNA,"Hennessy Advisors, Inc.",14.95,$114.97M,n/a,Finance,Investment Managers,NASDAQ
HSIC,"Henry Schein, Inc.",185.21,$14.69B,1995,Health Care,Medical Specialities,NASDAQ
HTBK,Heritage Commerce Corp,13.53,$514.31M,n/a,Finance,Major Banks,NASDAQ
HFWA,Heritage Financial Corporation,24.3,$727.59M,n/a,Finance,Banks,NASDAQ
HCCI,"Heritage-Crystal Clean, Inc.",15.1,$340.17M,2008,Basic Industries,Miscellaneous,NASDAQ
MLHR,"Herman Miller, Inc.",32.1,$1.92B,n/a,Consumer Durables,Office Equipment/Supplies/Services,NASDAQ
HRTX,"Heron Therapeutics, Inc.  ",14.625,$785.32M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
HSKA,Heska Corporation,94.53,$672.68M,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
HIBB,"Hibbett Sports, Inc.",22.775,$484.44M,1996,Consumer Services,Other Specialty Stores,NASDAQ
SNLN,Highland/iBoxx Senior Loan ETF,18.545,$483.97M,n/a,n/a,n/a,NASDAQ
HPJ,Highpower International Inc,4.975,$76.08M,n/a,Miscellaneous,Industrial Machinery/Components,NASDAQ
HIHO,Highway Holdings Limited,3.449,$13.11M,n/a,Capital Goods,Metal Fabrications,NASDAQ
HIMX,"Himax Technologies, Inc.",7.875,$1.35B,2006,Technology,Semiconductors,NASDAQ
HIFS,Hingham Institution for Savings,176,$375.36M,n/a,n/a,n/a,NASDAQ
HSGX,Histogenics Corporation,1.69,$37.46M,2014,Health Care,Industrial Specialties,NASDAQ
HMNF,"HMN Financial, Inc.",17.4368,$78.38M,n/a,Finance,Savings Institutions,NASDAQ
HMSY,HMS Holdings Corp,18.23,$1.53B,1992,Miscellaneous,Business Services,NASDAQ
HOLI,"Hollysys Automation Technologies, Ltd.",16.32,$984.42M,n/a,Energy,Industrial Machinery/Components,NASDAQ
HOLX,"Hologic, Inc.",44.96,$12.59B,1990,Health Care,Medical Electronics,NASDAQ
HBCP,"Home Bancorp, Inc.",35.35,$260.74M,n/a,Finance,Banks,NASDAQ
HOMB,"Home BancShares, Inc.",23.16,$3.32B,2006,Finance,Major Banks,NASDAQ
HFBL,"Home Federal Bancorp, Inc. of Louisiana",25.61,$50M,n/a,Finance,Savings Institutions,NASDAQ
HMST,"HomeStreet, Inc.",27.4,$790.91M,2012,Finance,Major Banks,NASDAQ
HMTA,HomeTown Bankshares Corporation,10.31,$59.46M,n/a,Finance,Major Banks,NASDAQ
HTBI,"HomeTrust Bancshares, Inc.",25.025,$474.15M,2012,Finance,Savings Institutions,NASDAQ
HMU,HomeUnion Holdings Inc.,n/a,n/a,n/a,n/a,n/a,NASDAQ
HOFT,Hooker Furniture Corporation,44.1,$509.92M,n/a,Consumer Durables,Home Furnishings,NASDAQ
HOPE,"Hope Bancorp, Inc.",17.9,$2.42B,n/a,Finance,Major Banks,NASDAQ
HFBC,"HopFed Bancorp, Inc.",14.57,$97.87M,n/a,Finance,Major Banks,NASDAQ
HBNC,Horizon Bancorp (IN),25.6,$568.21M,n/a,Finance,Major Banks,NASDAQ
HZNP,Horizon Pharma plc,10.91,$1.78B,2011,Health Care,Major Pharmaceuticals,NASDAQ
HRZN,Horizon Technology Finance Corporation,11.18,$128.76M,2010,n/a,n/a,NASDAQ
DAX,Horizons DAX Germany ETF,29.69,$17.81M,n/a,n/a,n/a,NASDAQ
